1,1.08E-04,5.24E-01,3.41E-01,5.24E-01,1.49E-01,6.82E-19,3.03E-16,1.18E-15,5.05E-05,8.77E-04,8.10E+00,1.74E+01,1.18E+11,9.02E+01,-1.08E-04,-6.76E-01,-3.48E-01,-6.76E-01,-2.80E-01,3.03E-19,2.51E-16,1.17E-15,4.66E-05,4.90E-04,4.53E+00,1.05E+01,6.64E+10,9.02E+01
2,1.62E-04,5.77E-01,3.41E-01,5.77E-01,1.80E-01,5.21E-19,3.02E-16,1.22E-15,6.31E-05,1.01E-03,6.26E+00,1.61E+01,1.32E+11,1.35E+02,-1.62E-04,-6.23E-01,-3.49E-01,-6.23E-01,-2.40E-01,8.20E-19,4.98E-16,2.29E-15,7.86E-05,8.81E-04,5.44E+00,1.12E+01,6.13E+10,1.35E+02
2.625,1.86E-04,5.99E-01,3.40E-01,5.99E-01,1.93E-01,4.63E-19,3.02E-16,1.24E-15,6.81E-05,1.06E-03,5.69E+00,1.55E+01,1.36E+11,1.55E+02,-1.86E-04,-6.01E-01,-3.50E-01,-6.01E-01,-2.25E-01,1.21E-18,6.52E-16,2.97E-15,9.50E-05,1.09E-03,5.89E+00,1.15E+01,5.87E+10,1.55E+02
3,1.98E-04,6.10E-01,3.40E-01,6.10E-01,1.99E-01,4.37E-19,3.02E-16,1.24E-15,7.05E-05,1.08E-03,5.44E+00,1.53E+01,1.38E+11,1.65E+02,-1.98E-04,-5.90E-01,-3.51E-01,-5.90E-01,-2.17E-01,1.45E-18,7.45E-16,3.37E-15,1.04E-04,1.21E-03,6.13E+00,1.17E+01,5.73E+10,1.65E+02
3.625,2.15E-04,6.25E-01,3.40E-01,6.25E-01,2.07E-01,4.01E-19,3.02E-16,1.25E-15,7.38E-05,1.10E-03,5.12E+00,1.49E+01,1.40E+11,1.79E+02,-2.15E-04,-5.75E-01,-3.52E-01,-5.75E-01,-2.06E-01,1.89E-18,8.99E-16,4.03E-15,1.17E-04,1.40E-03,6.49E+00,1.19E+01,5.52E+10,1.79E+02
4,2.24E-04,6.32E-01,3.40E-01,6.32E-01,2.11E-01,3.84E-19,3.02E-16,1.25E-15,7.55E-05,1.11E-03,4.96E+00,1.47E+01,1.41E+11,1.87E+02,-2.24E-04,-5.68E-01,-3.52E-01,-5.68E-01,-2.01E-01,2.16E-18,9.92E-16,4.42E-15,1.25E-04,1.50E-03,6.69E+00,1.20E+01,5.40E+10,1.87E+02
5,2.45E-04,6.50E-01,3.40E-01,6.50E-01,2.21E-01,3.46E-19,3.02E-16,1.26E-15,7.93E-05,1.14E-03,4.64E+00,1.43E+01,1.44E+11,2.04E+02,-2.45E-04,-5.50E-01,-3.53E-01,-5.50E-01,-1.88E-01,2.93E-18,1.24E-15,5.44E-15,1.43E-04,1.76E-03,7.16E+00,1.23E+01,5.13E+10,2.04E+02
6,2.62E-04,6.64E-01,3.40E-01,6.64E-01,2.29E-01,3.17E-19,3.02E-16,1.26E-15,8.23E-05,1.16E-03,4.40E+00,1.40E+01,1.46E+11,2.19E+02,-2.62E-04,-5.36E-01,-3.53E-01,-5.36E-01,-1.79E-01,3.74E-18,1.49E-15,6.45E-15,1.59E-04,1.99E-03,7.57E+00,1.25E+01,4.90E+10,2.19E+02
7,2.77E-04,6.75E-01,3.40E-01,6.75E-01,2.35E-01,2.95E-19,3.02E-16,1.27E-15,8.48E-05,1.17E-03,4.22E+00,1.38E+01,1.47E+11,2.31E+02,-2.77E-04,-5.25E-01,-3.54E-01,-5.25E-01,-1.71E-01,4.58E-18,1.73E-15,7.44E-15,1.74E-04,2.20E-03,7.93E+00,1.26E+01,4.70E+10,2.31E+02
8,2.90E-04,6.85E-01,3.40E-01,6.85E-01,2.41E-01,2.77E-19,3.02E-16,1.27E-15,8.69E-05,1.18E-03,4.08E+00,1.36E+01,1.48E+11,2.41E+02,-2.90E-04,-5.15E-01,-3.54E-01,-5.15E-01,-1.64E-01,5.44E-18,1.98E-15,8.41E-15,1.87E-04,2.39E-03,8.25E+00,1.28E+01,4.52E+10,2.41E+02
9,3.01E-04,6.94E-01,3.40E-01,6.94E-01,2.46E-01,2.61E-19,3.02E-16,1.27E-15,8.87E-05,1.19E-03,3.96E+00,1.34E+01,1.49E+11,2.51E+02,-3.01E-04,-5.06E-01,-3.54E-01,-5.06E-01,-1.58E-01,6.33E-18,2.23E-15,9.37E-15,2.00E-04,2.57E-03,8.54E+00,1.29E+01,4.36E+10,2.51E+02
10,3.10E-04,7.02E-01,3.40E-01,7.02E-01,2.50E-01,2.48E-19,3.02E-16,1.28E-15,9.02E-05,1.20E-03,3.86E+00,1.33E+01,1.50E+11,2.59E+02,-3.10E-04,-4.98E-01,-3.55E-01,-4.98E-01,-1.53E-01,7.24E-18,2.48E-15,1.03E-14,2.11E-04,2.73E-03,8.81E+00,1.30E+01,4.22E+10,2.59E+02
