1,1.36E-04,5.31E-01,4.17E-01,5.31E-01,1.35E-01,3.08E-19,2.90E-16,7.19E-16,1.31E-04,9.70E-04,7.13E+00,7.41E+00,2.15E+11,1.13E+02,-1.36E-04,-6.69E-01,-3.74E-01,-6.69E-01,-2.46E-01,1.61E-19,2.39E-16,7.34E-16,9.21E-05,6.43E-04,4.73E+00,6.98E+00,1.39E+11,1.13E+02
2,1.99E-04,5.83E-01,4.14E-01,5.83E-01,1.61E-01,2.45E-19,2.89E-16,7.44E-16,1.59E-04,1.16E-03,5.85E+00,7.32E+00,2.49E+11,1.66E+02,-1.99E-04,-6.17E-01,-3.77E-01,-6.17E-01,-2.11E-01,4.15E-19,4.73E-16,1.42E-15,1.54E-04,1.13E-03,5.69E+00,7.34E+00,1.27E+11,1.66E+02
2.625,2.27E-04,6.03E-01,4.12E-01,6.03E-01,1.72E-01,2.23E-19,2.88E-16,7.51E-16,1.69E-04,1.23E-03,5.44E+00,7.27E+00,2.61E+11,1.89E+02,-2.27E-04,-5.97E-01,-3.78E-01,-5.97E-01,-1.97E-01,5.97E-19,6.21E-16,1.84E-15,1.86E-04,1.39E-03,6.14E+00,7.48E+00,1.21E+11,1.89E+02
3,2.40E-04,6.12E-01,4.12E-01,6.12E-01,1.77E-01,2.12E-19,2.88E-16,7.54E-16,1.74E-04,1.26E-03,5.25E+00,7.25E+00,2.66E+11,2.00E+02,-2.40E-04,-5.88E-01,-3.79E-01,-5.88E-01,-1.90E-01,7.12E-19,7.09E-16,2.08E-15,2.03E-04,1.53E-03,6.37E+00,7.55E+00,1.17E+11,2.00E+02
3.625,2.60E-04,6.26E-01,4.11E-01,6.26E-01,1.84E-01,1.98E-19,2.88E-16,7.58E-16,1.81E-04,1.30E-03,5.01E+00,7.20E+00,2.74E+11,2.17E+02,-2.60E-04,-5.74E-01,-3.80E-01,-5.74E-01,-1.81E-01,9.12E-19,8.57E-16,2.49E-15,2.29E-04,1.75E-03,6.72E+00,7.64E+00,1.12E+11,2.17E+02
4,2.71E-04,6.33E-01,4.11E-01,6.33E-01,1.87E-01,1.91E-19,2.88E-16,7.60E-16,1.84E-04,1.32E-03,4.89E+00,7.18E+00,2.77E+11,2.26E+02,-2.71E-04,-5.67E-01,-3.81E-01,-5.67E-01,-1.77E-01,1.04E-18,9.46E-16,2.73E-15,2.43E-04,1.87E-03,6.90E+00,7.69E+00,1.09E+11,2.26E+02
5,2.95E-04,6.49E-01,4.10E-01,6.49E-01,1.95E-01,1.76E-19,2.87E-16,7.64E-16,1.92E-04,1.37E-03,4.64E+00,7.13E+00,2.85E+11,2.45E+02,-2.95E-04,-5.51E-01,-3.82E-01,-5.51E-01,-1.66E-01,1.38E-18,1.18E-15,3.36E-15,2.77E-04,2.16E-03,7.33E+00,7.78E+00,1.02E+11,2.45E+02
6,3.14E-04,6.61E-01,4.09E-01,6.61E-01,2.02E-01,1.65E-19,2.87E-16,7.67E-16,1.97E-04,1.40E-03,4.45E+00,7.08E+00,2.90E+11,2.62E+02,-3.14E-04,-5.39E-01,-3.83E-01,-5.39E-01,-1.58E-01,1.73E-18,1.42E-15,3.99E-15,3.08E-04,2.42E-03,7.70E+00,7.85E+00,9.65E+10,2.62E+02
7,3.31E-04,6.72E-01,4.08E-01,6.72E-01,2.07E-01,1.56E-19,2.87E-16,7.69E-16,2.02E-04,1.42E-03,4.30E+00,7.04E+00,2.95E+11,2.76E+02,-3.31E-04,-5.28E-01,-3.84E-01,-5.28E-01,-1.52E-01,2.10E-18,1.66E-15,4.60E-15,3.35E-04,2.65E-03,8.01E+00,7.91E+00,9.17E+10,2.76E+02
8,3.45E-04,6.80E-01,4.08E-01,6.80E-01,2.12E-01,1.48E-19,2.87E-16,7.70E-16,2.06E-04,1.44E-03,4.18E+00,7.00E+00,2.98E+11,2.88E+02,-3.45E-04,-5.20E-01,-3.85E-01,-5.20E-01,-1.46E-01,2.47E-18,1.90E-15,5.20E-15,3.60E-04,2.86E-03,8.28E+00,7.95E+00,8.75E+10,2.88E+02
9,3.58E-04,6.88E-01,4.07E-01,6.88E-01,2.16E-01,1.42E-19,2.87E-16,7.72E-16,2.09E-04,1.46E-03,4.08E+00,6.97E+00,3.01E+11,2.98E+02,-3.58E-04,-5.12E-01,-3.86E-01,-5.12E-01,-1.41E-01,2.86E-18,2.14E-15,5.80E-15,3.83E-04,3.05E-03,8.53E+00,7.98E+00,8.38E+10,2.98E+02
10,3.69E-04,6.95E-01,4.07E-01,6.95E-01,2.19E-01,1.36E-19,2.87E-16,7.73E-16,2.12E-04,1.47E-03,3.99E+00,6.94E+00,3.04E+11,3.08E+02,-3.69E-04,-5.05E-01,-3.86E-01,-5.05E-01,-1.37E-01,3.24E-18,2.38E-15,6.39E-15,4.04E-04,3.23E-03,8.75E+00,8.01E+00,8.05E+10,3.08E+02
